Hour,1970-1970,1971-1971,1972-1972,1973-1973,1974-1974,1975-1975,1976-1976,1977-1977,1978-1978,1979-1979,1980-1980,1981-1981,1982-1982,1983-1983,1984-1984,1985-1985,1986-1986,1987-1987,1988-1988,1989-1989,1990-1990
00:00,25.0,0,0.0,1.7587939698492463,0.0,0.37453183520599254,0,4.545454545454546,5.515587529976019,6.133333333333333,9.747292418772563,7.11578947368421,11.306990881458967,9.573091849935317,9.587123862841148,13.349605707848292,6.378830083565459,22.167487684729064,0,0,0
01:00,0.0,0,0.0,1.7587939698492463,0.0,0.0,0,0.0,8.15347721822542,7.39047619047619,12.454873646209386,7.621052631578948,5.623100303951368,6.834842604570936,6.648005598320504,9.444235824258355,5.96100278551532,9.852216748768473,0,0,0
02:00,0.0,0,0.0,0.7537688442211055,0.0,0.0,0,0.0,8.15347721822542,5.485714285714286,8.303249097472925,7.284210526315789,6.5349544072948325,4.657179818887451,4.618614415675298,7.754412316935786,7.103064066852367,9.35960591133005,0,0,0
03:00,0.0,0,0.0,2.0100502512562812,0.0,2.247191011235955,0,0.0,0.2398081534772182,5.828571428571429,3.068592057761733,3.7894736842105265,8.358662613981762,4.247520482966796,2.8691392582225332,5.463762673676305,4.1504178272980505,5.41871921182266,0,0,0
04:00,0.0,0,1.0638297872340425,0.5025125628140703,0.0,7.865168539325842,0,0.0,1.9184652278177456,2.0952380952380953,1.684717208182912,6.315789473684211,4.832826747720365,3.4066407934454506,5.108467459762071,5.895606458880962,3.7047353760445683,2.955665024630542,0,0,0
05:00,75.0,0,3.1914893617021276,0.0,1.5151515151515151,0.37453183520599254,0,0.0,3.8369304556354913,3.619047619047619,2.8279181708784598,7.11578947368421,5.775075987841945,4.376886589047003,2.099370188943317,2.853924145700338,3.5933147632311977,5.41871921182266,0,0,0
06:00,0.0,0,0.0,0.5025125628140703,0.0,0.0,0,0.0,3.8369304556354913,1.6761904761904762,5.595667870036101,5.6000000000000005,5.623100303951368,5.498059508408796,1.959412176347096,2.328201276755539,5.041782729805014,7.389162561576355,0,0,0
07:00,0.0,0,1.0638297872340425,2.512562814070352,0.0,4.868913857677903,0,0.0,3.117505995203837,2.2857142857142856,4.1516245487364625,5.852631578947368,4.741641337386018,3.686934023285899,2.8691392582225332,1.2767555388659406,4.7075208913649025,0.49261083743842365,0,0,0
08:00,0.0,0,0.0,0.25125628140703515,0.0,0.7490636704119851,0,0.0,0.9592326139088728,2.361904761904762,9.265944645006016,4.673684210526316,2.7659574468085104,2.501078050884002,1.609517144856543,0.9012392039053698,1.2813370473537604,0.0,0,0,0
09:00,0.0,0,0.0,0.7537688442211055,0.0,0.7490636704119851,0,0.0,2.877697841726619,2.6285714285714286,2.46690734055355,2.3157894736842106,1.6717325227963524,1.6817593790426906,0.489853044086774,0.41306796845662785,1.7270194986072425,0.0,0,0,0
10:00,0.0,0,1.0638297872340425,11.055276381909549,0.0,7.116104868913857,0,3.896103896103896,1.4388489208633095,2.019047619047619,1.5643802647412757,1.3473684210526315,0.851063829787234,0.9271237602414834,0.4198740377886634,0.1502065339842283,0.7520891364902507,0.0,0,0,0
11:00,0.0,0,3.1914893617021276,2.0100502512562812,0.0,5.2434456928838955,0,16.233766233766232,0.0,1.3714285714285714,0.9025270758122743,0.42105263157894735,0.303951367781155,0.258732212160414,0.06997900629811056,0.0938790837401427,0.44568245125348194,0.0,0,0,0
12:00,0.0,0,19.148936170212767,2.512562814070352,0.0,1.1235955056179776,0,31.818181818181817,0.2398081534772182,1.8285714285714287,0.18050541516245489,0.2947368421052632,1.5501519756838906,0.23717119448037946,0.0,0.07510326699211416,0.4735376044568245,0.0,0,0,0
13:00,0.0,0,3.1914893617021276,2.0100502512562812,0.0,0.0,0,0.0,1.9184652278177456,0.8,0.0,0.12631578947368421,0.60790273556231,0.28029322984044847,0.06997900629811056,0.16898235073225684,0.5013927576601671,0.0,0,0,0
14:00,0.0,0,5.319148936170213,15.577889447236181,0.0,0.0,0,0.0,0.0,1.9047619047619049,0.12033694344163659,0.12631578947368421,0.303951367781155,0.4743423889607589,0.06997900629811056,0.03755163349605708,0.25069637883008355,0.49261083743842365,0,0,0
15:00,0.0,0,1.0638297872340425,5.025125628140704,0.0,1.4981273408239701,0,0.0,0.2398081534772182,20.685714285714283,0.7821901323706378,0.42105263157894735,0.60790273556231,0.344976282880552,0.5598320503848845,0.6571535861809988,1.448467966573816,0.0,0,0,0
16:00,0.0,0,3.1914893617021276,0.7537688442211055,0.0,0.0,0,2.5974025974025974,0.9592326139088728,0.8761904761904762,1.444043321299639,0.968421052631579,2.127659574468085,1.250539025442001,2.5192442267319803,2.1779947427713107,4.289693593314763,1.477832512315271,0,0,0
17:00,0.0,0,34.04255319148936,2.0100502512562812,0.0,0.0,0,0.0,1.1990407673860912,2.780952380952381,7.280385078219013,3.4526315789473685,2.7051671732522795,2.479517033203967,6.648005598320504,2.478407810739767,2.9247910863509747,1.477832512315271,0,0,0
18:00,0.0,0,8.51063829787234,5.778894472361809,98.48484848484848,0.7490636704119851,0,29.87012987012987,7.194244604316546,3.8857142857142852,4.392298435619735,4.294736842105263,5.258358662613982,4.894351013367831,7.557732680195942,4.4123169357867065,6.935933147632312,3.4482758620689653,0,0,0
19:00,0.0,0,5.319148936170213,10.050251256281408,0.0,64.7940074906367,0,1.2987012987012987,9.59232613908873,4.380952380952381,3.910950661853189,5.263157894736842,4.285714285714286,8.042259594652867,6.578026592022393,4.675178370259106,4.958217270194986,6.403940886699508,0,0,0
20:00,0.0,0,4.25531914893617,18.592964824120603,0.0,0.0,0,4.545454545454546,1.1990407673860912,3.123809523809524,5.054151624548736,5.389473684210526,3.9817629179331306,7.675722294092282,6.158152554233729,5.1821254224558775,5.236768802228412,3.9408866995073892,0,0,0
21:00,0.0,0,2.127659574468085,3.015075376884422,0.0,0.0,0,0.0,4.796163069544365,5.0285714285714285,3.489771359807461,4.8,6.018237082066869,8.451918930573523,6.997900629811056,10.082613593691326,6.267409470752089,1.9704433497536946,0,0,0
22:00,0.0,0,3.1914893617021276,8.793969849246231,0.0,0.7490636704119851,0,0.6493506493506493,16.786570743405278,3.428571428571429,3.489771359807461,6.778947368421052,7.659574468085106,9.422164726175076,10.496850944716584,10.13894104393541,8.802228412256268,6.403940886699508,0,0,0
23:00,0.0,0,1.0638297872340425,2.0100502512562812,0.0,1.4981273408239701,0,4.545454545454546,15.827338129496402,8.380952380952381,7.821901323706378,8.631578947368421,6.504559270516717,8.796895213454075,13.995801259622112,9.988734509951183,13.064066852367686,11.330049261083744,0,0,0
