Hour,2004-2004,2005-2005,2006-2006,2007-2007,2008-2008,2009-2009,2010-2010,2011-2011,2012-2012,2013-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022,2023-2023
00:00,2.918154874990501,2.396354297410547,2.8424078457896518,2.9976507439310884,3.8726901847852173,4.301035593929107,3.3162404696039407,3.4973422379719232,2.9771783529666784,4.365373527716003,2.882499867141415,2.6387794867542804,2.5621362090482136,2.358771149107075,2.2080021900370426,2.3950952614428713,2.436693947608486,2.291355039649202,2.059434558757113,2.2470610270705023
01:00,2.7079058692403173,2.232220441423523,1.6063577950625634,1.783868441660141,1.8538516918646508,1.6874523405406734,1.753424195398421,1.7207305438189997,1.5736030293382468,1.751640446970321,1.8143168411542752,1.636022552962149,1.6371188232940526,1.5009548684875509,1.2699648396396706,1.532947746137258,1.5391466383048633,1.3236891174722865,1.226840659486629,1.342507409406917
02:00,1.5452035362362895,1.1180412072527854,1.5590125126817722,1.2341425215348474,1.232901367890569,1.0601923597274494,1.5004048309830647,1.0740084503202942,1.0377786659260413,1.3277324767317353,1.248870702024765,1.1136561502425273,1.0383820293223842,1.00764342035234,0.8713096592610335,1.0170476979750165,1.0652969990963999,0.8339651250947688,0.8676616703948312,0.966252768198495
03:00,0.9701851711122932,0.7897734952787379,1.1802502536354413,1.0462020360219264,0.8489320854331653,0.7969891520920966,1.0626813305444978,0.7952841760937712,0.7431091361102267,1.025176399527771,0.7753627039379285,0.7814767215289582,0.6825694715683379,0.6140676503079283,0.6399014483330909,0.7189624725019634,0.713368526180625,0.6418662787123742,0.5695856158378807,0.6935645582450999
04:00,0.7700686475669377,0.8573580242145712,0.6611430503889076,0.701644479248238,0.6134509239260859,0.5829828056969966,0.6974900479049997,0.5226931988551179,0.5026317037318033,0.79400378881476,0.5851092097571344,0.6337838398076365,0.5225252688837869,0.5420611741975303,0.4461344990718007,0.5319541287190146,0.539998357090667,0.5245579165215253,0.44950506623026776,0.5585976664499851
05:00,0.7016743926843478,0.911425647363238,0.6019614474129185,0.6703210649960846,0.49346052315814737,0.5768331980419649,0.6426691856150057,0.584026168733815,0.538533968284075,0.9170029926145568,0.60264654301961,0.6659135193399942,0.5768259805089024,0.5273020828208649,0.45554481448846385,0.5319541287190146,0.5564274504208875,0.5870540745445976,0.49838741385814556,0.5431728788162578
06:00,0.6966081515819338,0.6835692355224284,0.6594521474467365,0.7376664056382145,0.6929445644348452,0.752711976975869,0.8636394305377505,0.6794330107673435,0.6442085582869879,0.981797216044807,0.7477281181909975,0.8032419883089423,0.7244858103666727,0.651189001346208,0.7421316930868401,0.8304732482611696,0.8301015577374544,0.707948281867918,0.7162326587215141,0.8263279089496821
07:00,1.3070902044228285,1.2493482920424044,1.6503212715590125,1.312451057165231,1.1729061675065995,1.2729687845915432,1.4557047432696848,1.3029848712007632,1.2132255813795954,1.5232133541992698,1.3062656108837754,1.2639401351519424,1.3403701974831144,1.2576534833691875,1.472286621097927,1.3624273769801842,1.4150637492055669,1.5624039505768088,1.427152018787824,1.3843746901270342
08:00,2.735770195303594,2.5759360457257614,2.928643895840379,2.6953797963978072,2.7117830573554116,2.6308021548225224,3.018521017475204,3.008722911271637,3.257622457205178,3.2600280042830083,2.8181963118456714,2.7465693793789643,2.7488544455135226,2.844032183764105,3.1888137014192464,3.017733250604197,2.8902233924348346,3.296928467512243,3.287337877974783,3.0502517545695933
09:00,4.389897915241786,5.7234441075945695,4.504565437943862,4.543461237274863,4.387149028077754,4.305955280053133,4.542540989137035,4.429603380128118,4.883385380326914,4.670126019273535,5.021523090822129,5.029331288089217,5.074258604757505,5.086072337437553,5.0644606606041425,5.216708392812978,4.631274940876881,5.15439624613241,5.48119889270856,5.072551590405782
10:00,6.505053575499659,7.731670110259331,6.4440311126141365,6.06734534064213,5.770038396928246,6.240621848326077,6.043789218001485,6.326836581709146,6.917621237882986,6.18894654476567,6.418132539724717,6.7394593922308355,6.944298901601395,7.015935346234866,6.974326948576904,6.84511283415267,6.369300077389677,6.732680368010163,7.336602783105836,6.735123343212543
11:00,6.849557970463814,8.280070287910094,7.426445722015557,7.052466718872358,6.681965442764579,6.8063857525889855,6.8264624519263215,7.003543682704103,7.989947365925364,6.957142464926008,7.1568262741138335,7.469114049997927,7.781673033504492,7.892088679776914,7.901243017118219,7.868668943164216,7.331699070891538,7.971845993074196,8.056554750885994,8.118947148066944
12:00,5.950300174785318,6.912931816865236,6.800811633412242,6.540328895849648,6.638468922486202,6.586229798538853,6.804534107010324,6.260051792285676,6.797721222302758,6.16368777969964,6.3527661157464,6.651361883835662,7.04385020624744,7.289649404493025,7.201885485016211,6.724924177011424,7.078777502518408,7.308976907157347,7.673997247711297,7.352665733834271
13:00,7.201661727081592,6.91486280340626,7.502536354413257,6.894283476898982,6.897948164146868,7.429955968809191,7.04068551379799,6.715278724274226,7.361319035651626,6.52664525162672,6.744433225275018,7.096513411550101,6.980499376018138,7.074077221355063,7.12574747846321,7.2173939454421605,6.9698266730653655,7.1752761100752,7.650087403762878,7.548230005619031
14:00,8.10851888441371,7.818564504605403,7.475481907338518,7.682067345340641,7.539896808255339,7.718987528595675,7.6673301396666895,8.077552133024398,8.403839510103438,7.593553523872279,7.915183079130574,8.047966502217985,8.107000981223386,8.21231623813123,8.194246019864321,8.216651986583996,7.849647855354804,7.921644161219597,8.335502930284209,8.50126152727433
15:00,8.088253920004053,7.762565894915713,7.62935407507609,7.611589663273296,7.94936405087593,7.849359210882345,7.65805276297146,8.103448275862068,8.240585816573297,7.649562089888258,8.380188127756815,8.179076323535508,8.293719217688695,8.676109503513112,8.422232297913476,8.335972855587038,8.459253686818247,8.516894453209844,8.425829007422678,9.02735696263896
16:00,7.842541226536971,7.393747465580165,7.894825836996956,7.041503523884103,7.895368370530358,7.251617346813273,7.528169489238243,7.764072509199946,7.842273900408473,7.453532108832331,7.775415847372057,7.7121595290410845,7.777386135218299,8.361248887477583,8.13821186897419,8.10557510489389,8.156180149331812,8.235149478515664,8.275462655480402,8.322223813668565
17:00,6.451858043924311,6.401220383493928,6.70612106865066,6.743931088488646,6.296496280297577,6.321796669372494,6.661156467174954,6.559901867248194,6.10406237510415,6.2619773220218,6.499441993941649,6.488640603623399,6.439397547894181,6.6456163262385335,6.761311626872439,6.663745113268046,7.1051505207590235,6.988812163186689,6.717072159909036,6.685543668675561
18:00,4.612812523748005,5.387452449456427,5.3060534325329725,5.2920908379013305,4.8836093112551,5.176739724005609,5.101713784494973,4.959111353414202,4.4444293910840456,4.636081596793235,4.980071212201732,4.8370714315326895,4.835621266826076,4.708150149156272,5.07515420085035,5.115177180643117,5.562112781402266,5.140565129192877,4.813848581614924,4.922710796249572
19:00,4.070724725789701,4.485681734798309,4.343929658437606,4.830070477682067,4.187664986801056,4.324404103018228,4.21530261115984,4.291263459179501,3.806317443758764,3.865140158690937,4.287612265504597,4.084615065710377,3.800097169694487,3.7590958491173616,4.195717451002198,4.092054965700674,4.27761708971582,4.085814396655944,3.995600588713491,3.693685753005079
20:00,3.6856904020062315,3.7538378357502853,4.420020290835306,4.3445575567736885,4.096172306215503,4.405578924064645,4.020477700560017,3.9805097451274363,3.816478462028275,3.576311671196771,4.186108306318754,3.9799344969114054,3.8667822541463828,3.675460997982924,3.674300428597093,3.593944574371613,3.9140153136443616,3.5131037026412315,3.3845712433650186,3.502528563401386
21:00,5.149834080603896,3.630254697124761,3.596550557997971,4.117462803445576,4.604631629469642,3.9787961528054514,4.147830780649079,4.418699741038572,3.802930437668927,3.774538066606265,4.122867619705586,4.227125741055512,4.1668651341799166,3.7684879981752397,3.516036032953214,3.49848787916918,3.8625663108470922,3.5376923549781774,3.286275218243742,3.338915637429349
22:00,3.6350279909820906,2.8057234441075947,3.241460940142036,4.530931871574002,4.225161987041036,4.190342656138538,3.9943323662370958,4.240152650947254,3.863896547285992,3.7778326881366167,3.933145559866079,3.933812860163343,3.7886654409313048,3.5837757333703055,3.5549605194494114,3.4911116799944466,3.549116503888939,3.324590701391308,3.0769312512287006,2.9604574551303946
23:00,3.105605795779821,2.183945777897928,3.018261751775448,3.52858261550509,4.4531437485001195,3.751260669569281,3.4368463666419267,3.6847485348234974,3.237300420666157,4.958954506767702,3.4452888345644896,3.240433647029559,3.266616494079317,2.9482403137872275,2.9060764973095052,3.0758750558638615,2.8971409054159802,2.6227895826076266,2.3883277455142475,2.605687339554664
